,DefectId,Severity,Project,rootCauseCategoryNG,Phase,Component,openDate,closedDate,plannedDurationInWeeks,developmentTeamSizeForRelease,testingTeamSizeForRelease,numberOfTestCaseExecuted,applicationCategory,Complexity,projectCMMILevel,applicationVersion
4215,4376,C-Medium,A,Reference Data,System Integration Test (SIT),NGBA Phase 1,8/31/2016,9/7/2016,100,200,100,1000,Existing,4,Level4,1
4216,4377,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,8/31/2016,8/31/2016,100,200,100,1000,Existing,4,Level4,1
4217,4378,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/1/2016,9/2/2016,100,200,100,1000,Existing,4,Level4,1
4218,4379,D-Low,A,Not Available,Warranty,NGBA Phase 1,9/1/2016,12/16/2016,100,200,100,1000,Existing,4,Level4,1
4219,4380,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/1/2016,9/13/2016,100,200,100,1000,Existing,4,Level4,1
4220,4381,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/1/2016,9/26/2016,100,200,100,1000,Existing,4,Level4,1
4221,4382,D-Low,A,Component Code,Dev Testing (DT),NGBA Phase 1,8/25/2016,9/16/2016,100,200,100,1000,Existing,4,Level4,1
4222,4383,C-Medium,A,Component Code,Dev Testing (DT),NGBA Phase 1,9/1/2016,10/10/2016,100,200,100,1000,Existing,4,Level4,1
4223,4384,D-Low,A,Component Code,Design Verification (DV),NGBA Phase 1,9/1/2016,10/11/2016,100,200,100,1000,Existing,4,Level4,1
4224,4385,D-Low,A,Not Available,Warranty,NGBA Phase 1,9/2/2016,10/3/2016,100,200,100,1000,Existing,4,Level4,1
4225,4386,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/2/2016,9/6/2016,100,200,100,1000,Existing,4,Level4,1
4226,4387,D-Low,A,Not Available,Warranty,NGBA Phase 1,9/2/2016,9/14/2016,100,200,100,1000,Existing,4,Level4,1
4227,4388,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,9/5/2016,9/12/2016,100,200,100,1000,Existing,4,Level4,1
4228,4389,C-Medium,A,Reference Data,System Integration Test (SIT),NGBA Phase 1.1,9/6/2016,9/13/2016,100,200,100,1000,Existing,4,Level4,1
4229,4390,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/6/2016,9/12/2016,100,200,100,1000,Existing,4,Level4,1
4230,4391,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/6/2016,9/15/2016,100,200,100,1000,Existing,4,Level4,1
4231,4392,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/6/2016,9/16/2016,100,200,100,1000,Existing,4,Level4,1
4232,4393,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/6/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4233,4394,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/6/2016,11/14/2016,100,200,100,1000,Existing,4,Level4,1
4234,4395,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/7/2016,9/13/2016,100,200,100,1000,Existing,4,Level4,1
4235,4396,C-Medium,A,Component Integration,System Integration Test (SIT),NGBA Phase 1.1,9/7/2016,9/13/2016,100,200,100,1000,Existing,4,Level4,1
4236,4397,D-Low,A,Component Code,Dev Testing (DT),NGBA Phase 1.1,9/8/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4237,4398,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/9/2016,1/4/2017,100,200,100,1000,Existing,4,Level4,1
4238,4399,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/9/2016,9/13/2016,100,200,100,1000,Existing,4,Level4,1
4239,4400,D-Low,A,Not Available,Dev Testing (DT),NGBA Phase 1.1,9/9/2016,10/11/2016,100,200,100,1000,Existing,4,Level4,1
4240,4401,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,10/4/2016,100,200,100,1000,Existing,4,Level4,1
4241,4402,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/14/2016,100,200,100,1000,Existing,4,Level4,1
4242,4403,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/16/2016,100,200,100,1000,Existing,4,Level4,1
4243,4404,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/14/2016,100,200,100,1000,Existing,4,Level4,1
4244,4405,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/13/2016,100,200,100,1000,Existing,4,Level4,1
4245,4406,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/16/2016,100,200,100,1000,Existing,4,Level4,1
4246,4407,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/16/2016,100,200,100,1000,Existing,4,Level4,1
4247,4408,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/16/2016,100,200,100,1000,Existing,4,Level4,1
4248,4409,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/13/2016,100,200,100,1000,Existing,4,Level4,1
4249,4410,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/13/2016,100,200,100,1000,Existing,4,Level4,1
4250,4411,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/22/2016,100,200,100,1000,Existing,4,Level4,1
4251,4412,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/26/2016,100,200,100,1000,Existing,4,Level4,1
4252,4413,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/21/2016,100,200,100,1000,Existing,4,Level4,1
4253,4414,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/21/2016,100,200,100,1000,Existing,4,Level4,1
4254,4415,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/16/2016,100,200,100,1000,Existing,4,Level4,1
4255,4416,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/16/2016,100,200,100,1000,Existing,4,Level4,1
4256,4417,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/14/2016,100,200,100,1000,Existing,4,Level4,1
4257,4418,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/14/2016,100,200,100,1000,Existing,4,Level4,1
4258,4419,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/22/2016,100,200,100,1000,Existing,4,Level4,1
4259,4420,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4260,4421,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4261,4422,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/22/2016,100,200,100,1000,Existing,4,Level4,1
4262,4423,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,8/31/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4263,4424,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/29/2016,100,200,100,1000,Existing,4,Level4,1
4264,4425,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/22/2016,100,200,100,1000,Existing,4,Level4,1
4265,4426,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/16/2016,100,200,100,1000,Existing,4,Level4,1
4266,4427,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4267,4428,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4268,4429,C-Medium,A,Not Available,System Integration Test (SIT),Cordova Update,9/12/2016,10/10/2016,100,200,100,1000,Existing,4,Level4,1
4269,4430,C-Medium,A,Not Available,System Integration Test (SIT),Cordova Update,9/12/2016,10/6/2016,100,200,100,1000,Existing,4,Level4,1
4270,4431,C-Medium,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4271,4432,C-Medium,A,Not Available,System Integration Test (SIT),Cordova Update,9/12/2016,10/6/2016,100,200,100,1000,Existing,4,Level4,1
4272,4433,D-Low,A,Not Available,Dev Testing (DT),NGBA Phase 1.1,9/12/2016,10/6/2016,100,200,100,1000,Existing,4,Level4,1
4273,4434,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/14/2016,100,200,100,1000,Existing,4,Level4,1
4274,4435,D-Low,A,Reference Data,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4275,4436,C-Medium,A,Connectivity,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/13/2016,100,200,100,1000,Existing,4,Level4,1
4276,4437,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,10/4/2016,100,200,100,1000,Existing,4,Level4,1
4277,4438,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,10/4/2016,100,200,100,1000,Existing,4,Level4,1
4278,4439,C-Medium,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4279,4440,C-Medium,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4280,4441,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/15/2016,100,200,100,1000,Existing,4,Level4,1
4281,4442,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/13/2016,9/13/2016,100,200,100,1000,Existing,4,Level4,1
4282,4443,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/13/2016,9/20/2016,100,200,100,1000,Existing,4,Level4,1
4283,4444,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4284,4445,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/14/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4285,4446,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/14/2016,9/22/2016,100,200,100,1000,Existing,4,Level4,1
4286,4447,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/14/2016,11/24/2016,100,200,100,1000,Existing,4,Level4,1
4287,4448,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/12/2016,9/23/2016,100,200,100,1000,Existing,4,Level4,1
4288,4449,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/14/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4289,4450,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/14/2016,9/22/2016,100,200,100,1000,Existing,4,Level4,1
4290,4451,D-Low,A,Component Code,Dev Testing (DT),NGBA Phase 1.1,9/15/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4291,4452,C-Medium,A,Connectivity,System Integration Test (SIT),NGBA Phase 1.1,9/15/2016,9/23/2016,100,200,100,1000,Existing,4,Level4,1
4292,4453,D-Low,A,Not Available,Design Verification (DV),NGBA Phase 1.1,9/15/2016,9/27/2016,100,200,100,1000,Existing,4,Level4,1
4293,4454,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/15/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4294,4455,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/15/2016,9/22/2016,100,200,100,1000,Existing,4,Level4,1
4295,4456,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/16/2016,9/21/2016,100,200,100,1000,Existing,4,Level4,1
4296,4457,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/16/2016,9/26/2016,100,200,100,1000,Existing,4,Level4,1
4297,4458,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/16/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4298,4459,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/16/2016,10/3/2016,100,200,100,1000,Existing,4,Level4,1
4299,4460,D-Low,A,Detailed Design,Dev Testing (DT),NGBA Phase 1,9/19/2016,1/9/2017,100,200,100,1000,Existing,4,Level4,1
4300,4461,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/20/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4301,4462,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,9/20/2016,10/13/2016,100,200,100,1000,Existing,4,Level4,1
4302,4463,C-Medium,A,Component Code,Dev Testing (DT),NGBA Phase 1,9/20/2016,11/17/2016,100,200,100,1000,Existing,4,Level4,1
4303,4464,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/20/2016,9/23/2016,100,200,100,1000,Existing,4,Level4,1
4304,4465,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/21/2016,9/22/2016,100,200,100,1000,Existing,4,Level4,1
4305,4466,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/21/2016,9/21/2016,100,200,100,1000,Existing,4,Level4,1
4306,4467,C-Medium,A,Not Available,Warranty,NGBA Phase 1,9/21/2016,9/26/2016,100,200,100,1000,Existing,4,Level4,1
4307,4468,C-Medium,A,Not Available,Warranty,NGBA Phase 1,9/21/2016,9/26/2016,100,200,100,1000,Existing,4,Level4,1
4308,4469,B-High,A,Not Available,System Integration Test (SIT),Cordova Update,9/22/2016,10/10/2016,100,200,100,1000,Existing,4,Level4,1
4309,4470,C-Medium,A,Not Available,DDC System Integration Test (SIT),Cordova Update,9/22/2016,10/10/2016,100,200,100,1000,Existing,4,Level4,1
4310,4471,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/22/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4311,4472,C-Medium,A,Not Available,System Integration Test (SIT),Cordova Update,9/22/2016,10/10/2016,100,200,100,1000,Existing,4,Level4,1
4312,4473,C-Medium,A,Not Available,System Integration Test (SIT),Cordova Update,9/22/2016,10/10/2016,100,200,100,1000,Existing,4,Level4,1
4313,4474,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/22/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4314,4475,C-Medium,A,Component Code,System Integration Test (SIT),Cordova Update,9/22/2016,11/3/2016,100,200,100,1000,Existing,4,Level4,1
4315,4476,C-Medium,A,Connectivity,System Non Functional Test (SNFT),NGBA Phase 1.1,9/22/2016,9/30/2016,100,200,100,1000,Existing,4,Level4,1
4316,4477,B-High,A,Middleware,System Integration Test (SIT),Cordova Update,9/22/2016,11/24/2016,100,200,100,1000,Existing,4,Level4,1
4317,4478,C-Medium,A,Not Available,System Integration Test (SIT),Cordova Update,9/23/2016,10/10/2016,100,200,100,1000,Existing,4,Level4,1
4318,4479,B-High,A,Middleware,System Integration Test (SIT),Cordova Update,9/23/2016,10/11/2016,100,200,100,1000,Existing,4,Level4,1
4319,4480,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/23/2016,9/23/2016,100,200,100,1000,Existing,4,Level4,1
4320,4481,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/23/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4321,4482,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/23/2016,9/29/2016,100,200,100,1000,Existing,4,Level4,1
4322,4483,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/23/2016,9/28/2016,100,200,100,1000,Existing,4,Level4,1
4323,4484,C-Medium,A,Connectivity,System Integration Test (SIT),NGBA Phase 1.1,9/23/2016,1/10/2017,100,200,100,1000,Existing,4,Level4,1
4324,4485,C-Medium,A,Not Available,System Integration Test (SIT),Cordova Update,9/23/2016,11/1/2016,100,200,100,1000,Existing,4,Level4,1
4325,4486,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/23/2016,2/21/2017,100,200,100,1000,Existing,4,Level4,1
4326,4487,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/26/2016,9/26/2016,100,200,100,1000,Existing,4,Level4,1
4327,4488,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,9/26/2016,11/16/2016,100,200,100,1000,Existing,4,Level4,1
4328,4489,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,9/26/2016,10/11/2016,100,200,100,1000,Existing,4,Level4,1
4329,4490,B-High,A,Not Available,Business Acceptance Test (BAT),NGBA Phase 1.1,9/27/2016,10/3/2016,100,200,100,1000,Existing,4,Level4,1
4330,4491,D-Low,A,Detailed Design,Design Verification (DV),NGBA Phase 1,9/27/2016,4/3/2017,100,200,100,1000,Existing,4,Level4,1
4331,4492,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,9/28/2016,9/29/2016,100,200,100,1000,Existing,4,Level4,1
4332,4493,D-Low,A,Component Code,Business Acceptance Test (BAT),NGBA Phase 1.1,9/27/2016,10/4/2016,100,200,100,1000,Existing,4,Level4,1
4333,4494,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/28/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4334,4495,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,9/28/2016,11/2/2016,100,200,100,1000,Existing,4,Level4,1
4335,4496,D-Low,A,Technical Specification,System Integration Test (SIT),NGBA Phase 1.1,9/29/2016,10/4/2016,100,200,100,1000,Existing,4,Level4,1
4336,4497,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,10/3/2016,12/2/2016,100,200,100,1000,Existing,4,Level4,1
4337,4498,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,10/3/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4338,4499,D-Low,A,Detailed Design,Design Verification (DV),NGBA Phase 1.1,10/3/2016,9999-99-99,100,200,100,1000,Existing,4,Level4,1
4339,4500,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,10/4/2016,11/30/2016,100,200,100,1000,Existing,4,Level4,1
4340,4501,D-Low,A,System Integration,Dev Testing (DT),NGBA Phase 1.1,10/5/2016,5/9/2017,100,200,100,1000,Existing,4,Level4,1
4341,4502,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,10/5/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4342,4503,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,10/5/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4343,4504,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,10/5/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4344,4505,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,10/5/2016,10/5/2016,100,200,100,1000,Existing,4,Level4,1
4345,4506,B-High,A,Component Integration,System Integration Test (SIT),NGBA Phase 1,10/5/2016,10/6/2016,100,200,100,1000,Existing,4,Level4,1
4346,4507,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,10/5/2016,10/27/2016,100,200,100,1000,Existing,4,Level4,1
4347,4508,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 2,10/5/2016,10/18/2016,100,200,100,1000,Existing,4,Level4,1
4348,4509,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,10/5/2016,10/31/2016,100,200,100,1000,Existing,4,Level4,1
4349,4510,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 2,10/5/2016,11/8/2016,100,200,100,1000,Existing,4,Level4,1
4350,4511,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 2,10/5/2016,10/25/2016,100,200,100,1000,Existing,4,Level4,1
4351,4512,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 2,10/5/2016,10/20/2016,100,200,100,1000,Existing,4,Level4,1
4352,4513,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 2,10/5/2016,10/18/2016,100,200,100,1000,Existing,4,Level4,1
4353,4514,B-High,A,Middleware,System Integration Test (SIT),NGBA Phase 1,10/6/2016,10/11/2016,100,200,100,1000,Existing,4,Level4,1
4354,4515,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,10/6/2016,11/30/2016,100,200,100,1000,Existing,4,Level4,1
4355,4516,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,10/6/2016,10/31/2016,100,200,100,1000,Existing,4,Level4,1
4356,4517,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,10/6/2016,10/18/2016,100,200,100,1000,Existing,4,Level4,1
4357,4518,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1.1,10/7/2016,1/31/2017,100,200,100,1000,Existing,4,Level4,1
4358,4519,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,10/7/2016,10/31/2016,100,200,100,1000,Existing,4,Level4,1
4359,4520,D-Low,A,Detailed Business Requirements,System Integration Test (SIT),NGBA Phase 2,10/7/2016,11/15/2016,100,200,100,1000,Existing,4,Level4,1
4360,4521,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 2,10/7/2016,1/23/2017,100,200,100,1000,Existing,4,Level4,1
4361,4522,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 2,10/7/2016,10/20/2016,100,200,100,1000,Existing,4,Level4,1
4362,4523,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,10/7/2016,10/27/2016,100,200,100,1000,Existing,4,Level4,1
4363,4524,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,10/11/2016,1/4/2017,100,200,100,1000,Existing,4,Level4,1
4364,4525,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,10/11/2016,11/1/2016,100,200,100,1000,Existing,4,Level4,1
4365,4538,D-Low,A,Detailed Design,Design Verification (DV),NGBA Phase 2,10/19/2016,12/5/2016,100,200,100,1000,Existing,4,Level4,1
4366,4551,C-Medium,A,Reference Data,System Integration Test (SIT),NGBA Phase 1.1,10/21/2016,11/7/2016,100,200,100,1000,Existing,4,Level4,1
4367,4553,C-Medium,A,Not Available,System Non Functional Test (SNFT),MoneyWatch,10/24/2016,12/5/2016,100,200,100,1000,Existing,4,Level4,1
4368,4555,C-Medium,A,Not Available,System Test (ST),MoneyWatch,10/24/2016,10/28/2016,100,200,100,1000,Existing,4,Level4,1
4369,4556,C-Medium,A,Component Code,System Test (ST),MoneyWatch,10/24/2016,11/15/2016,100,200,100,1000,Existing,4,Level4,1
4370,4559,D-Low,A,Detailed Design,System Integration Test (SIT),MoneyWatch,10/26/2016,1/24/2017,100,200,100,1000,Existing,4,Level4,1
4371,4563,B-High,A,Component Code,System Integration Test (SIT),MoneyWatch,10/26/2016,11/14/2016,100,200,100,1000,Existing,4,Level4,1
4372,4567,C-Medium,A,High Level Design,Design Verification (DV),NGBA Phase 2,10/27/2016,12/5/2016,100,200,100,1000,Existing,4,Level4,1
4373,4568,D-Low,A,Detailed Design,Design Verification (DV),NGBA Phase 2,10/27/2016,12/5/2016,100,200,100,1000,Existing,4,Level4,1
4374,4570,D-Low,A,Detailed Design,Design Verification (DV),NGBA Phase 2,10/27/2016,12/5/2016,100,200,100,1000,Existing,4,Level4,1
4375,4574,D-Low,A,Component Code,System Integration Test (SIT),Release 5,10/27/2016,1/11/2017,100,200,100,1000,Existing,4,Level4,1
4376,4577,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,10/27/2016,11/1/2016,100,200,100,1000,Existing,4,Level4,1
4377,4578,C-Medium,A,Component Code,System Integration Test (SIT),Cordova Update,10/28/2016,11/18/2016,100,200,100,1000,Existing,4,Level4,1
4378,4579,B-High,A,Connectivity,System Integration Test (SIT),NGBA Phase 1.1,10/28/2016,11/1/2016,100,200,100,1000,Existing,4,Level4,1
4379,4580,D-Low,A,Component Code,System Integration Test (SIT),Release 5,10/31/2016,11/18/2016,100,200,100,1000,Existing,4,Level4,1
4380,4581,D-Low,A,Component Code,System Integration Test (SIT),Release 5,10/31/2016,11/18/2016,100,200,100,1000,Existing,4,Level4,1
4381,4582,B-High,A,Not Available,System Test (ST),MoneyWatch,10/31/2016,11/1/2016,100,200,100,1000,Existing,4,Level4,1
4382,4583,D-Low,A,Installation,System Integration Test (SIT),Release 5,10/31/2016,11/18/2016,100,200,100,1000,Existing,4,Level4,1
4383,4584,A-Critical,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,10/31/2016,10/31/2016,100,200,100,1000,Existing,4,Level4,1
4384,4585,C-Medium,A,Component Code,System Integration Test (SIT),Release 5,10/31/2016,11/14/2016,100,200,100,1000,Existing,4,Level4,1
4385,4586,C-Medium,A,Not Available,System Integration Test (SIT),Release 5,10/31/2016,11/23/2016,100,200,100,1000,Existing,4,Level4,1
4386,4587,B-High,A,Component Code,System Integration Test (SIT),MoneyWatch,11/1/2016,1/12/2017,100,200,100,1000,Existing,4,Level4,1
4387,4588,C-Medium,A,Component Code,System Integration Test (SIT),Release 5,11/1/2016,11/15/2016,100,200,100,1000,Existing,4,Level4,1
4388,4589,C-Medium,A,Component Code,System Integration Test (SIT),Release 5,10/31/2016,11/15/2016,100,200,100,1000,Existing,4,Level4,1
4389,4590,C-Medium,A,Component Code,System Integration Test (SIT),Release 5,11/2/2016,11/16/2016,100,200,100,1000,Existing,4,Level4,1
4390,4591,C-Medium,A,Application Data,Design Verification (DV),NGBA Phase 2,11/2/2016,12/5/2016,100,200,100,1000,Existing,4,Level4,1
4391,4592,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,11/3/2016,11/14/2016,100,200,100,1000,Existing,4,Level4,1
4392,4593,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,11/3/2016,11/21/2016,100,200,100,1000,Existing,4,Level4,1
4393,4594,D-Low,A,Component Code,System Integration Test (SIT),Release 5,11/3/2016,11/14/2016,100,200,100,1000,Existing,4,Level4,1
4394,4595,D-Low,A,Not Available,System Integration Test (SIT),Release 5,11/3/2016,12/7/2016,100,200,100,1000,Existing,4,Level4,1
4395,4597,D-Low,A,Not Available,System Integration Test (SIT),Release 6,11/4/2016,11/10/2016,100,200,100,1000,Existing,4,Level4,1
4396,4599,C-Medium,A,Detailed Design,System Test (ST),Release 6,11/4/2016,11/14/2016,100,200,100,1000,Existing,4,Level4,1
4397,4600,C-Medium,A,Detailed Design,System Test (ST),Release 6,11/4/2016,11/14/2016,100,200,100,1000,Existing,4,Level4,1
4398,4601,B-High,A,Middleware,System Integration Test (SIT),NGBA Phase 1.1,11/7/2016,11/29/2016,100,200,100,1000,Existing,4,Level4,1
4399,4602,D-Low,A,Not Available,System Integration Test (SIT),Release 6,11/7/2016,11/8/2016,100,200,100,1000,Existing,4,Level4,1
